depth	pressure	temperature	conductivity	latitude	longitude	ECO-CDOM	ECO-Chl(a)	ECO-SCATT	Oxygen_mg/L	pH	salinity	Sound_Velocity_(calc)	time
2596	2628.23	21.917	58.0673	19.61253	38.72313	0.18	0	0.000123	2.12	7.947	40.6119	1576.481	3538
2596.68	2628.925	21.9167	58.0678	19.61253	38.72313	0.36	0.01	0.000113	2.12	7.947	40.6122	1576.493	3539
2597.35	2629.606	21.9176	58.0675	19.61253	38.72313	0.45	0	0.000118	2.12	7.947	40.611	1576.505	3540
2598.06	2630.33	21.918	58.0672	19.61253	38.72314	0.63	0.01	0.000118	2.12	7.947	40.6101	1576.517	3541
2598.75	2631.031	21.9169	58.0693	19.61254	38.72314	0.63	0.02	0.000113	2.12	7.948	40.6126	1576.528	3542
2599.39	2631.688	21.9177	58.0672	19.61254	38.72314	0.18	0	0.000177	2.12	7.947	40.61	1576.538	3543
2600.06	2632.371	21.9177	58.0702	19.61254	38.72313	0.54	0	0.000118	2.12	7.948	40.6121	1576.552	3544
2600.79	2633.109	21.9181	58.0703	19.61254	38.72313	0.36	0.02	0.000111	2.12	7.947	40.6116	1576.565	3545
2601.42	2633.747	21.9193	58.0705	19.61254	38.72313	0.63	0.01	0.000114	2.12	7.947	40.6105	1576.577	3546
2602.09	2634.431	21.9185	58.0698	19.61254	38.72313	0.36	0.01	0.00012	2.12	7.946	40.6105	1576.586	3547
2602.79	2635.148	21.9186	58.0701	19.61254	38.72313	0.18	0	0.000114	2.12	7.947	40.6104	1576.598	3548
2603.48	2635.846	21.9185	58.07	19.61254	38.72313	0.63	0.01	0.000114	2.12	7.946	40.6101	1576.609	3549
2604.17	2636.552	21.9189	58.0725	19.61254	38.72313	0.36	0.01	0.000116	2.12	7.946	40.6115	1576.624	3550
2604.82	2637.215	21.919	58.0706	19.61254	38.72313	0.45	0.01	0.000107	2.12	7.947	40.6097	1576.633	3551
2605.49	2637.892	21.9193	58.0728	19.61254	38.72313	0.63	0.02	0.000113	2.12	7.949	40.611	1576.646	3552
2606.19	2638.611	21.9205	58.0733	19.61255	38.72313	0.36	0.02	0.000111	2.12	7.948	40.61	1576.66	3553
2606.89	2639.325	21.9202	58.0726	19.61255	38.72313	0.81	0.03	0.000109	2.12	7.947	40.6096	1576.671	3554
2607.52	2639.964	21.9199	58.0741	19.61255	38.72313	0.54	0.02	0.000114	2.12	7.947	40.6108	1576.682	3555
2608.21	2640.668	21.9193	58.0747	19.61255	38.72313	0.45	0.01	0.000138	2.12	7.947	40.6116	1576.693	3556
2608.93	2641.403	21.9212	58.0775	19.61255	38.72313	0.45	0.03	0.000113	2.12	7.947	40.6118	1576.71	3557
2609.52	2642.006	21.9202	58.0751	19.61255	38.72313	0.45	0.04	0.000107	2.12	7.947	40.6106	1576.716	3558
2610.16	2642.653	21.9207	58.075	19.61255	38.72313	0.45	0.01	0.000114	2.12	7.947	40.6099	1576.727	3559
2610.93	2643.434	21.9197	58.0783	19.61255	38.72313	0.27	0	0.00012	2.12	7.948	40.6131	1576.741	3560
2611.66	2644.178	21.9207	58.0782	19.61256	38.72313	0.36	0.01	0.000118	2.12	7.949	40.612	1576.755	3561
2612.24	2644.771	21.9206	58.0767	19.61256	38.72313	0.63	0.02	0.000123	2.12	7.948	40.6106	1576.763	3562
2612.89	2645.438	21.9217	58.0783	19.61256	38.72313	0.63	0	0.000114	2.12	7.948	40.6108	1576.777	3563
2613.6	2646.158	21.9209	58.0768	19.61256	38.72313	0.54	0	0.00012	2.12	7.95	40.6101	1576.786	3564
2614.31	2646.877	21.9221	58.077	19.61256	38.72313	0.27	-0.01	0.000123	2.12	7.949	40.6088	1576.8	3565
2615.02	2647.61	21.9213	58.0804	19.61257	38.72312	0.27	-0.01	0.000113	2.12	7.948	40.6121	1576.813	3566
2615.65	2648.247	21.9207	58.0781	19.61257	38.72312	0.27	0.02	0.000116	2.12	7.948	40.6105	1576.82	3567
2616.24	2648.846	21.9216	58.0804	19.61257	38.72312	0.63	0.01	0.000116	2.12	7.947	40.6114	1576.834	3568
2616.96	2649.581	21.9223	58.0796	19.61257	38.72312	0.27	0.01	0.000114	2.12	7.948	40.6098	1576.846	3569
2617.71	2650.344	21.9225	58.0806	19.61257	38.72312	0.45	0.01	0.00012	2.12	7.948	40.6102	1576.859	3570
2618.36	2651.007	21.9224	58.0821	19.61258	38.72312	0.27	0.01	0.000116	2.12	7.948	40.6113	1576.871	3571
2618.99	2651.647	21.9225	58.0794	19.61258	38.72312	0.36	0	0.00014	2.12	7.948	40.6088	1576.88	3572
2619.67	2652.344	21.9228	58.0814	19.61258	38.72312	0.45	0.01	0.000122	2.12	7.948	40.61	1576.893	3573
2620.33	2653.01	21.9224	58.083	19.61258	38.72312	0.45	0.02	0.000131	2.12	7.948	40.6113	1576.905	3574
2621	2653.698	21.9221	58.0845	19.61258	38.72311	0.36	0.03	0.000118	2.12	7.948	40.6126	1576.917	3575
2621.72	2654.427	21.923	58.0848	19.61259	38.72311	0.63	0.01	0.000109	2.12	7.949	40.6118	1576.93	3576
2622.4	2655.125	21.923	58.0836	19.61259	38.72311	0.54	0.01	0.00012	2.12	7.948	40.6106	1576.94	3577
2623.08	2655.814	21.9237	58.0841	19.61259	38.72311	0.72	0	0.000114	2.12	7.948	40.6102	1576.953	3578
2623.74	2656.484	21.9235	58.0842	19.61259	38.72311	0.54	-0.01	0.000127	2.12	7.948	40.6102	1576.964	3579
2624.35	2657.112	21.9235	58.0846	19.61259	38.72311	0.54	0	0.00012	2.12	7.949	40.6103	1576.974	3580
2625.07	2657.842	21.9235	58.0846	19.61259	38.72311	0.36	0.02	0.000114	2.12	7.95	40.6101	1576.986	3581
2625.75	2658.532	21.9238	58.0851	19.61259	38.72311	0.27	0	0.000114	2.12	7.949	40.61	1576.998	3582
2626.39	2659.186	21.9237	58.0854	19.61259	38.72311	0.54	0	0.000129	2.12	7.949	40.61	1577.009	3583
2627.04	2659.85	21.9236	58.0861	19.61259	38.72312	0.45	0.04	0.00012	2.12	7.949	40.6106	1577.02	3584
2627.75	2660.569	21.9241	58.0876	19.61259	38.72312	0.45	0	0.000127	2.12	7.951	40.6111	1577.034	3585
2628.5	2661.341	21.9245	58.0873	19.61259	38.72312	0.27	0	0.000122	2.12	7.953	40.6102	1577.046	3586
2629.09	2661.937	21.9248	58.0868	19.6126	38.72312	0.27	0.01	0.000118	2.12	7.953	40.6093	1577.056	3587
2629.69	2662.549	21.9241	58.087	19.6126	38.72312	0.27	0.02	0.000177	2.12	7.953	40.6099	1577.065	3588
2630.46	2663.339	21.9253	58.0888	19.6126	38.72312	0.45	0.02	0.000116	2.12	7.952	40.6099	1577.081	3589
2631.21	2664.102	21.9247	58.0898	19.6126	38.72312	0.43	0.02	0.000123	2.12	7.952	40.6111	1577.094	3590
2631.76	2664.661	21.9259	58.0905	19.6126	38.72312	0.36	0	0.000132	2.12	7.952	40.6103	1577.105	3591
2632.39	2665.304	21.9255	58.0905	19.6126	38.72312	0.45	0.02	0.00012	2.12	7.952	40.6105	1577.115	3592
2633.15	2666.079	21.9253	58.0896	19.6126	38.72312	0.31	0	0.000135	2.12	7.952	40.6098	1577.126	3593
2633.84	2666.781	21.9259	58.0921	19.6126	38.72312	0.63	0.03	0.000134	2.12	7.952	40.6109	1577.141	3594
2634.41	2667.357	21.926	58.0897	19.6126	38.72312	0.49	0.02	0.000163	2.12	7.952	40.6087	1577.148	3595
2635.12	2668.079	21.9258	58.0911	19.6126	38.72313	0.54	0.01	0.000122	2.12	7.952	40.6098	1577.161	3596
2635.88	2668.855	21.9257	58.0923	19.6126	38.72313	0.54	0.02	0.000123	2.12	7.952	40.6106	1577.174	3597
2636.46	2669.449	21.9258	58.0925	19.6126	38.72313	0.55	0.03	0.000113	2.12	7.952	40.6105	1577.184	3598
2637.1	2670.095	21.9259	58.0923	19.6126	38.72313	0.36	0.02	0.000127	2.12	7.952	40.61	1577.195	3599
2637.85	2670.865	21.9262	58.0937	19.6126	38.72313	0.72	0.01	0.00014	2.12	7.951	40.6107	1577.209	3600
2638.55	2671.577	21.9264	58.0939	19.6126	38.72313	0.54	0.01	0.000123	2.12	7.951	40.6104	1577.221	3601
2639.19	2672.23	21.9268	58.0943	19.6126	38.72313	0.45	0	0.000127	2.12	7.951	40.6101	1577.232	3602
2639.87	2672.924	21.9264	58.0954	19.6126	38.72313	0.37	0	0.00013	2.12	7.951	40.6112	1577.244	3603
2640.56	2673.624	21.926	58.097	19.6126	38.72314	0.18	0	0.000136	2.12	7.952	40.6126	1577.256	3604
2641.23	2674.303	21.9263	58.0958	19.6126	38.72314	0.36	0.04	0.000131	2.12	7.952	40.6111	1577.266	3605
2641.91	2675.004	21.9271	58.0944	19.6126	38.72314	0.45	0.02	0.000128	2.12	7.951	40.609	1577.278	3606
2642.54	2675.647	21.9273	58.0941	19.61259	38.72314	0.27	0.01	0.00014	2.12	7.951	40.6084	1577.288	3607
2643.2	2676.311	21.9272	58.0945	19.61259	38.72314	0.18	0.02	0.000138	2.12	7.95	40.6086	1577.299	3608
2643.89	2677.013	21.9265	58.0956	19.61259	38.72314	0.36	0.01	0.000136	2.12	7.95	40.6098	1577.31	3609
2644.54	2677.683	21.9283	58.0969	19.61259	38.72315	0.63	0.01	0.000131	2.12	7.95	40.6091	1577.325	3610
2645.22	2678.372	21.9275	58.0991	19.61259	38.72315	0.64	0.01	0.000148	2.12	7.95	40.6113	1577.337	3611
2645.87	2679.032	21.9278	58.0974	19.61259	38.72315	0.45	0.01	0.000145	2.12	7.95	40.6094	1577.347	3612
2646.58	2679.757	21.9275	58.0983	19.61259	38.72315	0.54	0.01	0.000131	2.12	7.95	40.6102	1577.359	3613
2647.29	2680.481	21.9278	58.0991	19.61259	38.72316	0.53	0.02	0.000133	2.12	7.95	40.6104	1577.372	3614
2647.95	2681.157	21.9276	58.0996	19.61259	38.72316	0.45	0.02	0.000131	2.12	7.95	40.6108	1577.383	3615
2648.56	2681.773	21.9276	58.0983	19.61259	38.72316	0.27	0.03	0.000148	2.12	7.95	40.6095	1577.391	3616
2649.16	2682.383	21.9281	58.0985	19.61259	38.72316	0.54	0	0.000131	2.12	7.95	40.609	1577.402	3617
2649.87	2683.113	21.9284	58.1006	19.61259	38.72316	0.63	0.02	0.000145	2.12	7.95	40.6102	1577.416	3618
2650.68	2683.936	21.928	58.0962	19.61259	38.72316	0.39	0.01	0.000137	2.12	7.95	40.6068	1577.425	3619
2651.31	2684.574	21.9288	58.0986	19.61259	38.72317	0.27	-0.01	0.000145	2.12	7.95	40.6077	1577.439	3620
2651.89	2685.164	21.9288	58.1017	19.61258	38.72317	0.36	0.01	0.000145	2.12	7.95	40.61	1577.451	3621
2652.49	2685.783	21.9285	58.1009	19.61258	38.72317	0.44	0	0.000144	2.12	7.95	40.6095	1577.46	3622
2653.22	2686.525	21.9289	58.1018	19.61258	38.72317	0.27	0.01	0.000143	2.12	7.95	40.6096	1577.473	3623
2653.97	2687.287	21.9291	58.1031	19.61258	38.72317	0.09	0	0.000163	2.12	7.95	40.6101	1577.487	3624
2654.65	2687.985	21.9293	58.1041	19.61258	38.72318	0.54	0.01	0.000147	2.12	7.95	40.6105	1577.5	3625
2655.26	2688.602	21.9289	58.104	19.61258	38.72318	0.63	0	0.000147	2.12	7.948	40.6107	1577.509	3626
2655.89	2689.242	21.9294	58.1022	19.61258	38.72318	0.54	0.03	0.000141	2.12	7.949	40.6085	1577.519	3627
2656.59	2689.955	21.9291	58.104	19.61258	38.72318	0.54	0.01	0.000159	2.12	7.949	40.61	1577.531	3628
2657.29	2690.67	21.9287	58.1021	19.61258	38.72318	0.45	0.01	0.000152	2.12	7.949	40.6086	1577.541	3629
2658.01	2691.401	21.93	58.1031	19.61258	38.72318	0.38	0.02	0.000157	2.12	7.949	40.608	1577.555	3630
2658.68	2692.087	21.9295	58.1035	19.61258	38.72318	0.45	0.01	0.000148	2.12	7.949	40.6086	1577.566	3631
2659.25	2692.67	21.9302	58.1053	19.61257	38.72318	0.63	0.01	0.000152	2.12	7.95	40.6091	1577.578	3632
2659.93	2693.355	21.9299	58.1057	19.61257	38.72318	0.63	0.02	0.000159	2.12	7.95	40.6096	1577.589	3633
2660.7	2694.144	21.9301	58.1052	19.61257	38.72318	0.36	0.02	0.000143	2.12	7.951	40.6087	1577.602	3634
2661.35	2694.811	21.9296	58.1061	19.61257	38.72318	0.46	0.01	0.000147	2.12	7.951	40.6097	1577.612	3635
2662.01	2695.478	21.9303	58.1062	19.61257	38.72318	0.54	0.01	0.000152	2.12	7.951	40.6089	1577.624	3636
2662.74	2696.22	21.9303	58.1047	19.61257	38.72318	0.27	0.01	0.00015	2.12	7.95	40.6074	1577.635	3637
2663.4	2696.897	21.9308	58.1076	19.61257	38.72318	0.46	0	0.000148	2.12	7.95	40.6091	1577.649	3638
2664.02	2697.528	21.9306	58.1088	19.61257	38.72318	0.27	0	0.000159	2.12	7.95	40.61	1577.66	3639
2664.66	2698.181	21.9307	58.1092	19.61257	38.72318	0.36	0.01	0.000156	2.12	7.95	40.61	1577.671	3640
2665.37	2698.9	21.9316	58.1095	19.61257	38.72318	0.63	-0.01	0.000156	2.12	7.951	40.6092	1577.685	3641
2666.06	2699.607	21.9306	58.1108	19.61257	38.72318	0.45	0.02	0.000147	2.12	7.951	40.611	1577.696	3642
2666.72	2700.279	21.9323	58.1091	19.61257	38.72318	0.57	0	0.000154	2.12	7.951	40.6078	1577.708	3643
2667.43	2700.999	21.9318	58.1105	19.61257	38.72318	0.54	0.01	0.000148	2.12	7.951	40.6091	1577.72	3644
2668.13	2701.715	21.9322	58.1108	19.61257	38.72318	0.27	0.01	0.000168	2.12	7.951	40.6088	1577.732	3645
2668.82	2702.419	21.9315	58.1129	19.61257	38.72318	0.31	0.04	0.00015	2.12	7.951	40.6109	1577.744	3646
2669.49	2703.104	21.9321	58.1115	19.61257	38.72318	0.45	0	0.000147	2.12	7.95	40.6091	1577.755	3647
2670.17	2703.79	21.9325	58.1129	19.61257	38.72318	0.81	0	0.000157	2.12	7.95	40.6095	1577.768	3648
2670.81	2704.443	21.9325	58.1128	19.61257	38.72318	0.45	0	0.00015	2.12	7.95	40.6092	1577.779	3649
2671.42	2705.072	21.9322	58.1148	19.61257	38.72318	0.54	0	0.000161	2.12	7.95	40.6109	1577.79	3650
2671.98	2705.642	21.9324	58.1142	19.61257	38.72318	0.31	0.01	0.000154	2.12	7.95	40.6101	1577.799	3651
2672.32	2705.984	21.9336	58.1139	19.61257	38.72318	0.63	0.02	0.000147	2.12	7.95	40.6086	1577.806	3652
2672.45	2706.12	21.9327	58.1127	19.61257	38.72318	0.54	0	0.000166	2.12	7.95	40.6085	1577.806	3653
2672.61	2706.279	21.9328	58.1142	19.61257	38.72317	0.45	0	0.00017	2.12	7.95	40.6095	1577.81	3654
2672.94	2706.613	21.9329	58.1151	19.61257	38.72317	0.45	0.01	0.00015	2.12	7.95	40.61	1577.816	3655
2673.47	2707.161	21.933	58.1137	19.61257	38.72317	0.27	0.02	0.000163	2.11	7.95	40.6086	1577.824	3656
2673.93	2707.624	21.9328	58.1149	19.61257	38.72317	0.63	0	0.000156	2.11	7.95	40.6097	1577.832	3657
2674.36	2708.066	21.9331	58.1158	19.61257	38.72317	0.27	0.01	0.000154	2.11	7.95	40.6099	1577.841	3658
2674.88	2708.597	21.9334	58.1154	19.61257	38.72317	0.22	0.03	0.000194	2.11	7.951	40.6092	1577.849	3659
2675.45	2709.173	21.9334	58.1162	19.61257	38.72316	0.45	0	0.000181	2.11	7.951	40.6096	1577.859	3660
2676.1	2709.833	21.9332	58.1168	19.61257	38.72316	0.81	0.03	0.000159	2.11	7.95	40.61	1577.87	3661
2676.76	2710.51	21.9333	58.1172	19.61257	38.72316	0.53	0	0.000154	2.11	7.95	40.61	1577.882	3662
2677.42	2711.181	21.9338	58.1188	19.61258	38.72316	0.45	0.01	0.000156	2.11	7.95	40.6106	1577.895	3663
2677.93	2711.698	21.9342	58.1204	19.61258	38.72316	0.45	0.01	0.000174	2.11	7.951	40.6114	1577.905	3664
2678.55	2712.332	21.9335	58.119	19.61258	38.72316	0.54	0.03	0.000202	2.11	7.951	40.6107	1577.913	3665
2679.22	2713.011	21.9348	58.1206	19.61258	38.72316	0.63	0	0.000159	2.11	7.951	40.6106	1577.928	3666
2679.77	2713.582	21.9342	58.1202	19.61258	38.72316	0.53	0.01	0.000169	2.11	7.951	40.6106	1577.936	3667
2680.33	2714.148	21.9348	58.1208	19.61258	38.72315	0.72	-0.01	0.000154	2.11	7.951	40.6104	1577.946	3668
2680.93	2714.756	21.9349	58.1201	19.61258	38.72315	0.63	0.01	0.00027	2.11	7.951	40.6095	1577.956	3669
2681.59	2715.431	21.935	58.1209	19.61258	38.72315	0.61	0.04	0.000152	2.11	7.951	40.6098	1577.967	3670
2682.18	2716.033	21.9349	58.1203	19.61258	38.72315	0.72	0.01	0.000159	2.11	7.95	40.6093	1577.976	3671
2682.71	2716.576	21.9362	58.1222	19.61258	38.72314	0.29	0.03	0.000165	2.12	7.95	40.6094	1577.989	3672
2683.25	2717.127	21.9355	58.1214	19.61258	38.72314	0.36	0.01	0.000333	2.12	7.949	40.6092	1577.996	3673
2683.9	2717.782	21.9347	58.1195	19.61258	38.72314	0.54	0.01	0.000157	2.12	7.95	40.6083	1578.004	3674
2684.56	2718.462	21.9348	58.1201	19.61258	38.72314	0.38	0.01	0.000161	2.12	7.95	40.6084	1578.015	3675
2685.17	2719.082	21.9358	58.125	19.61258	38.72314	0.45	0	0.000161	2.12	7.95	40.6112	1578.031	3676
2685.7	2719.615	21.9356	58.1245	19.61258	38.72314	0.18	0	0.000159	2.12	7.95	40.6108	1578.039	3677
2686.26	2720.188	21.9365	58.124	19.61259	38.72313	0.63	0.02	0.000152	2.12	7.951	40.6094	1578.049	3678
2686.85	2720.789	21.9358	58.1221	19.61259	38.72313	0.18	0.04	0.00017	2.12	7.951	40.6083	1578.056	3679
2687.53	2721.484	21.9362	58.1225	19.61259	38.72313	0.69	0.01	0.000157	2.12	7.95	40.608	1578.069	3680
2688.16	2722.126	21.9362	58.1257	19.61259	38.72313	0.27	0.02	0.000166	2.12	7.95	40.6105	1578.082	3681
2688.7	2722.677	21.9354	58.1239	19.61259	38.72313	0.63	0	0.000166	2.12	7.95	40.6096	1578.088	3682
2689.24	2723.225	21.936	58.1255	19.61259	38.72313	0.53	0	0.000185	2.12	7.95	40.6101	1578.099	3683
2689.86	2723.864	21.9359	58.1243	19.61259	38.72312	0.36	0.01	0.000186	2.12	7.951	40.6091	1578.108	3684
2690.47	2724.477	21.9367	58.1274	19.61259	38.72312	0.63	0.01	0.000163	2.12	7.951	40.6106	1578.122	3685
2691.09	2725.115	21.9364	58.1278	19.61259	38.72312	0.27	0	0.000159	2.12	7.951	40.6109	1578.132	3686
2691.69	2725.724	21.9373	58.1262	19.61259	38.72312	0.63	0.01	0.000152	2.12	7.95	40.6087	1578.142	3687
2692.3	2726.348	21.937	58.1271	19.61259	38.72311	0.47	0.03	0.000175	2.12	7.95	40.6095	1578.152	3688
2692.92	2726.973	21.938	58.1286	19.6126	38.72311	0.81	0.01	0.000154	2.12	7.951	40.6095	1578.165	3689
2693.45	2727.513	21.9371	58.1301	19.6126	38.72311	0.45	0.01	0.000163	2.12	7.95	40.6114	1578.174	3690
2694.03	2728.107	21.9384	58.1298	19.6126	38.72311	0.51	-0.01	0.000173	2.12	7.951	40.6098	1578.186	3691
2694.69	2728.782	21.9381	58.1304	19.6126	38.72311	0.36	0.02	0.000161	2.12	7.951	40.6103	1578.196	3692
2695.32	2729.42	21.9384	58.1291	19.6126	38.72311	0.18	0.02	0.000156	2.12	7.951	40.6087	1578.206	3693
2695.88	2729.996	21.9382	58.1307	19.6126	38.72311	0.27	0.02	0.000165	2.12	7.95	40.6101	1578.217	3694
2696.46	2730.581	21.9381	58.1309	19.6126	38.7231	0.45	0.01	0.000165	2.12	7.951	40.6101	1578.226	3695
2697.07	2731.205	21.9384	58.1324	19.61261	38.7231	0.48	0.01	0.000172	2.12	7.95	40.6108	1578.238	3696
2697.71	2731.855	21.9388	58.1313	19.61261	38.7231	0.36	0.01	0.000148	2.12	7.95	40.6094	1578.248	3697
2698.25	2732.406	21.9384	58.1317	19.61261	38.7231	0.18	0.01	0.000157	2.12	7.95	40.6099	1578.257	3698
2698.85	2733.019	21.9394	58.135	19.61261	38.72309	0.67	0	0.000163	2.12	7.949	40.6114	1578.271	3699
2699.44	2733.623	21.9393	58.1339	19.61261	38.72309	0.36	0.01	0.000161	2.12	7.95	40.6104	1578.28	3700
2699.96	2734.15	21.939	58.1334	19.61261	38.72309	0.09	0	0.000152	2.12	7.951	40.6101	1578.287	3701
2700.42	2734.619	21.9386	58.133	19.61261	38.72309	0.45	0.01	0.000165	2.12	7.951	40.61	1578.294	3702
2701.02	2735.235	21.9394	58.1339	19.61261	38.72309	0.72	-0.01	0.000159	2.12	7.951	40.6098	1578.306	3703
2701.71	2735.937	21.9394	58.1332	19.61262	38.72308	0.29	0.02	0.000165	2.12	7.951	40.609	1578.317	3704
2702.3	2736.542	21.94	58.1355	19.61262	38.72308	0.45	0.02	0.000163	2.11	7.951	40.6101	1578.329	3705
2702.68	2736.928	21.9406	58.1345	19.61262	38.72308	0.27	0	0.000166	2.11	7.951	40.6086	1578.336	3706
2703.15	2737.404	21.94	58.1361	19.61262	38.72308	0.4	0.03	0.000173	2.11	7.951	40.6103	1578.344	3707
2703.8	2738.07	21.9405	58.1362	19.61262	38.72308	0.36	0.01	0.000159	2.11	7.951	40.6096	1578.356	3708
2704.27	2738.548	21.9405	58.1351	19.61262	38.72308	0.54	0.01	0.000163	2.11	7.951	40.6087	1578.362	3709
2704.64	2738.925	21.9407	58.1369	19.61263	38.72308	0.45	0.04	0.00017	2.11	7.95	40.6098	1578.37	3710
2705.21	2739.5	21.9403	58.135	19.61263	38.72307	0.72	0.01	0.000161	2.11	7.95	40.6084	1578.377	3711
2705.82	2740.121	21.9409	58.1384	19.61263	38.72307	0.54	0.01	0.000154	2.11	7.95	40.6105	1578.391	3712
2706.31	2740.628	21.9411	58.1381	19.61263	38.72307	0.36	0	0.000161	2.11	7.95	40.6099	1578.4	3713
2706.76	2741.085	21.9406	58.1394	19.61263	38.72307	0.54	0.01	0.000175	2.11	7.95	40.6112	1578.407	3714
2707.39	2741.721	21.94	58.1395	19.61263	38.72307	0.59	0.02	0.000548	2.11	7.95	40.6116	1578.417	3715
2707.99	2742.333	21.9417	58.1381	19.61263	38.72307	0.36	0	0.00022	2.11	7.95	40.6087	1578.428	3716
2708.58	2742.936	21.9408	58.1389	19.61263	38.72307	0.36	0.01	0.000161	2.11	7.95	40.61	1578.437	3717
2709.25	2743.617	21.9418	58.1405	19.61263	38.72307	0.36	0.03	0.000163	2.11	7.95	40.6101	1578.451	3718
2709.88	2744.267	21.9414	58.1392	19.61263	38.72307	0.45	0.01	0.000163	2.11	7.949	40.6092	1578.46	3719
2710.51	2744.904	21.9421	58.1392	19.61263	38.72307	0.74	0.01	0.000165	2.11	7.949	40.6084	1578.471	3720
2711.11	2745.514	21.942	58.1407	19.61263	38.72307	0.54	0.02	0.000161	2.11	7.949	40.6095	1578.482	3721
2711.81	2746.228	21.9422	58.1431	19.61264	38.72307	0.54	0.01	0.000168	2.11	7.95	40.611	1578.496	3722
2712.51	2746.94	21.943	58.1408	19.61264	38.72307	0.45	0.01	0.000156	2.11	7.95	40.6083	1578.507	3723
2713.07	2747.518	21.9433	58.1418	19.61264	38.72307	0.54	0	0.000156	2.12	7.95	40.6085	1578.518	3724
2713.71	2748.162	21.9429	58.1432	19.61264	38.72307	0.36	0.01	0.000168	2.12	7.95	40.6098	1578.529	3725
2714.35	2748.814	21.9426	58.1425	19.61264	38.72307	0.45	0.01	0.000168	2.12	7.95	40.6093	1578.538	3726
2714.99	2749.473	21.9432	58.1436	19.61264	38.72307	0.54	-0.01	0.000161	2.12	7.949	40.6094	1578.551	3727
2715.67	2750.163	21.9436	58.1429	19.61264	38.72307	0.38	0.01	0.00016	2.12	7.95	40.6083	1578.562	3728
2716.27	2750.777	21.9436	58.1437	19.61264	38.72307	0.54	0.02	0.000166	2.12	7.95	40.6087	1578.573	3729
2716.91	2751.423	21.9437	58.1482	19.61264	38.72307	0.9	0.02	0.000231	2.12	7.95	40.6121	1578.587	3730
2717.56	2752.087	21.9434	58.1439	19.61264	38.72307	0.32	0.02	0.000164	2.12	7.95	40.6086	1578.594	3731
2718.21	2752.755	21.9445	58.1453	19.61264	38.72308	0.54	0.04	0.000166	2.12	7.95	40.6086	1578.607	3732
2718.84	2753.389	21.9438	58.1449	19.61264	38.72308	0.36	0.01	0.000156	2.12	7.949	40.6087	1578.616	3733
2719.56	2754.126	21.9444	58.1453	19.61264	38.72308	0.45	0	0.000159	2.12	7.95	40.6082	1578.63	3734
2720.1	2754.677	21.9441	58.1477	19.61264	38.72308	0.45	0.01	0.000156	2.12	7.95	40.6102	1578.64	3735
2720.5	2755.089	21.9443	58.1482	19.61265	38.72308	0.76	0	0.000156	2.12	7.95	40.6103	1578.647	3736
2720.99	2755.585	21.9445	58.1472	19.61265	38.72308	0.72	0.02	0.000165	2.12	7.95	40.6091	1578.655	3737
2721.45	2756.056	21.9447	58.1466	19.61265	38.72308	0.63	0.02	0.000154	2.12	7.95	40.6084	1578.662	3738
2721.94	2756.558	21.9449	58.1479	19.61265	38.72308	0.36	0	0.000158	2.12	7.95	40.609	1578.672	3739
2722.52	2757.149	21.9445	58.1476	19.61265	38.72309	0.81	0.03	0.000166	2.11	7.95	40.6091	1578.681	3740
2722.93	2757.566	21.9456	58.1489	19.61265	38.72309	0.63	0.01	0.000172	2.11	7.951	40.6088	1578.69	3741
2723.32	2757.956	21.945	58.1507	19.61265	38.72309	0.27	0.01	0.000213	2.11	7.952	40.6107	1578.697	3742
2723.85	2758.498	21.9452	58.1501	19.61265	38.72309	0.45	0.01	0.000165	2.11	7.952	40.6099	1578.706	3743
2724.33	2758.985	21.9448	58.1513	19.61265	38.72309	0.58	0.01	0.000186	2.11	7.953	40.6111	1578.714	3744
2724.68	2759.341	21.946	58.1517	19.61265	38.7231	0.45	0.01	0.000159	2.11	7.953	40.6102	1578.722	3745
2725.03	2759.698	21.9453	58.1513	19.61265	38.7231	0.36	0.03	0.000168	2.1	7.953	40.6104	1578.726	3746
2725.37	2760.044	21.9456	58.1503	19.61265	38.7231	0.63	0.01	0.000163	2.1	7.953	40.6092	1578.731	3747
2725.72	2760.401	21.945	58.1505	19.61265	38.7231	0.45	0	0.000161	2.1	7.953	40.6097	1578.736	3748
2726.03	2760.724	21.9459	58.1503	19.61265	38.72311	0.49	0	0.000175	2.1	7.953	40.6087	1578.743	3749
2726.34	2761.033	21.9459	58.1507	19.61265	38.72311	0.54	0.02	0.000166	2.1	7.953	40.6089	1578.748	3750
2726.6	2761.304	21.9457	58.1519	19.61265	38.72311	0.45	0	0.000157	2.1	7.953	40.61	1578.753	3751
2726.92	2761.633	21.9459	58.1506	19.61265	38.72311	0.23	0.01	0.00016	2.1	7.954	40.6086	1578.758	3752
2727.3	2762.02	21.9461	58.152	19.61265	38.72312	0.18	0.01	0.000163	2.1	7.954	40.6095	1578.766	3753
2727.54	2762.258	21.9462	58.1527	19.61265	38.72312	0.45	0.01	0.000175	2.1	7.954	40.6099	1578.77	3754
2727.72	2762.446	21.9464	58.1526	19.61265	38.72312	0.54	0.02	0.00017	2.1	7.953	40.6095	1578.774	3755
2727.98	2762.705	21.946	58.1515	19.61265	38.72313	0.72	0	0.000159	2.1	7.952	40.6089	1578.776	3756
2728.23	2762.966	21.9469	58.1525	19.61265	38.72313	0.52	0.01	0.000167	2.1	7.951	40.6088	1578.783	3757
